Customer ID,Internal Obligor ID,Obligor Name,City,Country,Industry Code,Internal Risk Rating,Taxpayer ID (TIN),Stock Exchange,Ticker Symbol,CUSIP,Internal Credit Facility ID,Origination Date,Maturity Date,Credit Facility Type,Credit Facility Purpose,Loan Amount,Outstanding Balance,Interest Rate,Collateral Type,Loan Status,Payment Frequency,Currency,Loan Grade,Syndicated Loan Flag,Disposition Flag,Guarantor ID,Guarantor Name,Guarantor Rating,Loan to Value Ratio,Debt Service Coverage Ratio,Total Assets,Total Liabilities,EBITDA,Net Income,Total Revenue,Total Equity,Cash Flow,Interest Coverage Ratio,Loan Default Probability
464f9258-6ff0-4c88-831f-13075f79d5b7,8234a43c-e41d-4f40-a519-f40598a52bf7,Lewis and Sons,Nicoleshire,TL,3638,A,712-94-2472,LSE,fKq,BieFVf,5686f4df-f026-4050-b405-ce9d6bfca328,2023-01-21,2029-06-12,Term Loan,Refinancing,23316349.28,67636800.51,13.93,Equipment,Defaulted,Annually,GBP,BBB,Yes,Retained,7b522702-09ee-4c92-8005-c335dd88d874,"Campos, Perry and Reilly",E,1.29,1.92,99163755.31,389521719.99,35368753.12,38081291.88,174619124.47,194416203.73,23614927.18,1.15,0.08
3c18a8c3-10c1-449f-92a9-ad96a61f783e,456c5394-6d36-4b8a-af49-da70338f3ce9,"Costa, Williams and Wilson",South Cody,AM,1288,A,797-42-6085,N/A,kqD,sKvolI,e3dcbdcb-0e40-4f54-a6ec-d53d82724cf8,2020-04-05,2033-03-12,Term Loan,Working Capital,58124765.06,62965903.83,3.07,Real Estate,Defaulted,Annually,EUR,AAA,Yes,Retained,c8a0a9b8-1558-4595-a623-07fb523704f6,Neal Ltd,B,1.17,2.77,428717697.75,121632655.11,33211211.86,10495864.91,222233249.69,198410592.67,18233621.01,8.49,0.19
73a64323-e53d-499b-9840-6d7f1d9ac959,a432ce08-1984-4570-bacc-59d6358925da,"Nunez, Hansen and Faulkner",Kellyshire,AU,5253,E,062-19-4375,N/A,gEU,uSpEEG,5fa48c64-69a9-4dab-b9c4-2e071d8faef2,2022-03-31,2030-10-01,Revolving,Refinancing,86932813.39,56901554.67,2.12,Inventory,Defaulted,Monthly,GBP,AA,No,Disposed,44a6fc3b-4836-49bc-85f4-fdd5f93a27eb,Brown-Rose,E,1.32,2.06,56485953.22,43155203.72,84412338.65,28110678.06,129121962.16,7349527.97,8647583.51,7.02,0.28
2e09fdcc-4c05-4335-9412-3b31501fb2ea,54c10e22-214a-445f-b4a5-1ab5c7d16bfd,Reid-Ray,Kristinton,IT,1679,E,736-57-1437,NASDAQ,qJA,MsKgkK,9365cf9b-8d25-4e8b-89c7-8cf8937b2b09,2020-02-18,2033-11-21,Term Loan,Expansion,55581703.64,75060529.8,5.85,Equipment,Active,Quarterly,USD,A,Yes,Disposed,a0a06869-241f-4abd-b893-27a94bc076c7,"Hall, Shaw and Murphy",B,0.74,1.75,50428904.66,170116471.62,36108652.4,44948412.2,72133019.8,190659258.94,12546021.68,6.29,0.29
07fa6f00-9832-4979-90b5-d57ece643a8a,8c59feec-6689-4a9f-b612-32b5518eb978,"Thomas, Hernandez and Wallace",South Robert,TN,4050,D,518-34-1007,NASDAQ,kWU,QWUFXC,1d2d57bf-8db7-41fe-94d2-b8ba23b41b44,2021-08-05,2029-05-28,Bridge Loan,Refinancing,26663614.89,43371861.62,7.06,Real Estate,Defaulted,Quarterly,GBP,AAA,No,Disposed,516ee5c0-668b-4646-b7a5-78317db48054,Frost Group,A,1.02,1.47,39978535.88,344099311.73,26161957.45,39647580.41,382001884.43,111475503.25,15352713.46,6.13,0.07
69b3d29a-2d03-404e-84ff-c6747a79650d,4b1ac17a-7ce0-4ed8-880f-db9403a38c6d,Collins PLC,Marshville,AR,8166,A,758-97-1313,N/A,HKj,QufPuE,15421f2a-97cf-4a5e-bda9-d2d7f9158329,2024-02-17,2033-10-13,Other,Expansion,31796737.78,66275668.62,9.41,Real Estate,Closed,Monthly,EUR,CCC,Yes,Disposed,ef84b178-436b-410f-b0c0-06b9c6ede032,"Johnson, Castro and George",A,0.82,2.65,216800290.84,270831815.19,19393006.76,20205295.24,484137920.9,132103644.02,17808497.53,4.02,0.28
fb91f92c-04a4-4a7b-a7b4-6f3319174ac4,87826dbe-e26a-4ccf-842c-6dfb06281d9a,Smith-Bailey,South Crystalbury,MM,7543,B,810-42-9985,LSE,bDe,sPSxfK,be4f4f50-2555-4b42-92eb-2f1cc9bd2525,2021-11-19,2033-12-18,Bridge Loan,Acquisition,47757809.67,80298878.17,10.7,Inventory,Active,Annually,INR,A,Yes,Retained,131f234a-0c06-4293-a875-1b927563f596,Lawrence-Moore,A,1.14,2.52,36725051.82,304529280.66,44445938.98,40415925.7,232997058.5,117409731.25,27343838.01,9.26,0.2
726d3285-c9d0-43ac-a5c9-5b59dd46ad08,9d385457-68e6-48b2-965e-8a3af1cc0f27,"Campos, Boyer and Schmidt",Lake Staceymouth,PA,6007,C,466-45-8865,NYSE,BCK,kNYiWM,f2d4c00f-5c44-4a49-adb5-416a420106a3,2024-09-13,2027-02-13,Revolving,Working Capital,9615649.61,19842512.27,7.74,Inventory,Defaulted,Annually,EUR,BB,No,Disposed,b4f92927-7b7e-431d-89c9-0e1da331a993,"French, Randall and Ferrell",A,0.87,1.2,235818950.61,92270044.21,4691014.5,49883051.38,301801960.22,184090659.92,3932260.39,1.95,0.14
9e9b992f-ea4e-4d5d-b9a3-bd8b29005cf3,90d34648-b907-4ca8-8fda-e606308508ba,"Bell, Richards and Silva",Smithside,FR,7382,C,540-39-4179,N/A,ney,eoSqRG,d4fcc17d-9647-47b4-bbd9-3977cfa8df12,2021-02-05,2028-04-05,Revolving,Working Capital,32143800.8,40541008.54,1.83,Equipment,Active,Annually,EUR,B,No,Disposed,088c8aa4-502d-4333-8277-b09965f51b56,Brooks-Anthony,B,1.27,2.6,392375874.42,101831866.9,25229724.38,35922279.76,331008906.51,100023280.48,5415638.34,9.37,0.26
bb76476c-4a8d-47b8-b921-81dfdb538560,6b2262c8-f882-4fc6-8313-f8542450c7cb,Villarreal LLC,Castroville,GN,1804,A,176-41-3774,LSE,lMK,fbpHOp,a58ca080-1054-4287-8c40-973cf585d1b7,2022-03-02,2030-12-27,Other,Expansion,65189795.58,29948372.59,11.2,None,Active,Annually,GBP,AAA,Yes,Disposed,ee040a8d-0468-4cbd-8594-6b65538014a7,Jones-Mccarthy,A,0.91,1.02,72267686.08,62601553.27,33273463.59,46898629.68,313245325.71,191195405.2,2467088.23,8.5,0.04
4a8a971f-0c71-45d9-a275-7231c1a8beb3,4609ec9a-7314-4f7b-a609-f0a57f83c98d,Kent Group,Barkerport,AT,7786,E,446-85-1954,NASDAQ,ldK,OeFNDp,600c034c-efb5-4980-8103-1eb0a9642529,2022-05-10,2035-02-02,Bridge Loan,Refinancing,75719174.04,88801699.89,6.02,Equipment,Active,Quarterly,GBP,AA,Yes,Retained,482f7cc3-204f-41ff-a80b-3a1d72899666,Miller-Reyes,A,0.99,2.37,271501040.04,150609104.64,15197108.67,10605003.09,161957377.48,180664545.43,16961935.74,8.5,0.28
a65759d0-5e61-4a7b-a8a8-be2e5f8e83bb,2d198025-0563-4c50-b51c-1f29c1a82594,Morgan-Ramirez,New Sarahshire,HT,7696,D,388-24-0678,NYSE,iJf,dasyYm,ced8d35e-80bf-4b95-a6c5-73e58beba3af,2021-02-03,2026-08-16,Other,Working Capital,44300837.81,72482669.17,3.02,Inventory,Closed,Annually,INR,AAA,Yes,Retained,5f1c3b7c-945d-477a-87c1-741f0e983d45,"Williams, Yang and Stout",E,0.79,2.95,365611341.11,57540671.26,63014619.55,16296129.83,359105670.9,172974065.46,18839063.5,3.11,0.13
869afd23-ea12-4cd6-8753-7dae1f0982ab,d8fa555d-afdb-4cb3-b040-76d7484c9255,"Thompson, Bass and Walter",North Michelle,VA,6132,A,539-32-8074,NASDAQ,CbK,pZqAgA,587053a6-aa2c-4341-a126-85c64ecd0150,2025-03-11,2030-09-17,Revolving,Refinancing,37552337.45,81110988.62,12.26,None,Closed,Annually,GBP,BB,No,Disposed,c3d6a3fc-0970-492d-81d8-47e4ad9203d7,Hughes-Figueroa,E,0.65,2.09,76417494.44,342128048.11,48303590.56,1033082.46,128452096.39,90559833.81,13168971.71,8.22,0.29
72253e2c-3df0-43d0-b738-fd46976c9425,4a52fb16-4f0b-4c0e-8e0e-f4b647150d67,Moore-Bradley,Mccormickstad,PY,5958,A,327-77-6710,NASDAQ,bhL,myhBKE,551ce951-036b-4cd7-b075-8aa84f8cf9f1,2021-12-11,2027-06-09,Bridge Loan,Acquisition,43214392.11,30566409.5,1.52,Equipment,Active,Monthly,GBP,BB,No,Disposed,c542a08e-dd0d-4e64-82f3-1e6cb4bc62ac,Steele-Soto,D,1.13,1.97,344879766.66,186254030.49,28288664.15,8442765.04,241672874.96,197879425.35,17894577.69,4.75,0.26
d4d7665e-2a08-4ee6-a59d-209d05de97d4,ab43ab53-8bf9-4545-bec2-3dec666cb124,Bates-Murphy,New Charles,BN,8929,C,214-39-0500,NYSE,ZId,GpImpO,d3195abd-154f-4283-ba42-520c4f89bf50,2021-07-05,2028-01-23,Revolving,Acquisition,53058585.39,38872289.52,9.81,Equipment,Closed,Quarterly,USD,CCC,No,Disposed,bec2846b-9591-473a-8265-54c382015305,"Evans, Perez and Allison",B,1.27,2.21,225381264.98,253778692.36,28665073.14,37656476.74,244004695.95,11784283.63,24633811.61,3.43,0.03
2e8f66a2-894e-4774-aa07-83aaae8e5d95,8ff0cf2d-88c8-4a87-9a88-c9e586c8847a,Neal Group,South Timothy,ZA,4283,C,576-99-0503,NASDAQ,Ekv,IYCSju,290aff37-f1e7-4289-b0a8-da9d1c005ff9,2020-10-19,2032-12-05,Other,Refinancing,89620615.34,43724037.97,4.09,Equipment,Defaulted,Annually,USD,BBB,Yes,Retained,a8e9406d-a262-41a1-8787-6134a0496659,Gonzalez Group,A,0.54,2.0,425041372.09,60986558.76,74141564.81,15564339.36,199006337.25,9365251.88,16050049.47,3.1,0.2
781d691f-a8c9-4781-90a0-ab31befae995,cb3d5cd3-f65f-4f14-9c17-f7ae60aa60b6,"Morris, Smith and Decker",South Morgan,ME,9113,D,830-83-4589,NASDAQ,Qmn,QcxNxC,c74dab45-01e7-429b-82cf-d8d316f79ca5,2020-08-16,2030-06-02,Term Loan,Acquisition,89645150.68,41202444.73,13.7,Real Estate,Defaulted,Quarterly,USD,AAA,No,Disposed,4cc6e17f-b11a-4a63-ab1f-75954ffed3e1,Wright-Nelson,A,0.74,2.64,258528766.68,138024237.09,52788121.34,5777029.84,119553953.67,15002088.11,24991820.49,3.08,0.16
a55ce8e0-950b-4fa0-ad78-c0b7a6d89811,4c7d5d38-5f84-4490-9510-f0fbb4b82192,"Jenkins, Day and Hooper",South Danielle,FJ,4812,C,758-63-3887,LSE,tSX,iyfiEl,3574dec4-278e-4311-935a-453d4aa84e94,2021-08-06,2032-07-31,Bridge Loan,Refinancing,63533303.46,51053646.93,9.6,Equipment,Closed,Annually,INR,AAA,No,Retained,d9bad7dd-2a9c-4123-965a-4c42cec60643,"Pruitt, Gomez and Glass",D,1.31,2.01,151963183.0,111313990.01,97863059.99,44392995.12,377448547.41,34240816.64,13321209.66,9.13,0.19
2be2535d-24d8-41b8-bba2-7c3b3c6b5cea,819f8237-9d7f-4a39-baff-1a1e906cbfcb,"Burton, Hicks and Garcia",North Tylerhaven,TG,8094,A,723-15-1295,N/A,Ivi,acRRkc,843bdaab-7eb9-4a9d-8959-dca30ac9f3f8,2023-12-19,2032-07-14,Term Loan,Working Capital,38028749.67,67207294.86,7.23,None,Active,Monthly,INR,AAA,No,Retained,cebe3381-98fb-4bd2-9450-8eeeaa6e9a33,"Chavez, Roth and Smith",E,0.89,2.91,426424394.19,321114518.14,91462448.49,45219927.7,327909084.37,144658729.51,23226217.36,8.71,0.13
a1d858a3-70b9-46f9-bc51-e0189fada14b,6b595882-348e-4a25-939d-603eef1a70d4,"Lucas, Conrad and Davis",East Malik,YE,1443,E,808-19-9443,LSE,QNI,lfkDwV,bf024a25-8403-4043-aca0-f9b67490b179,2023-01-05,2031-01-27,Term Loan,Expansion,44761196.96,10020633.39,13.43,Inventory,Active,Monthly,GBP,CCC,Yes,Retained,b8ffe40e-5d14-465c-b4da-12ce4b631db0,Johnson PLC,E,0.63,1.8,63803946.59,192937413.36,13973077.06,36211748.2,316445501.57,85638454.54,26618008.78,9.53,0.09
1ec0c9ce-4c89-4edf-9f2d-7af94735160c,2f0443ac-11b7-4a9f-88cf-8a2c04a77116,"Rhodes, Harvey and Cox",East Kevin,YE,2727,C,033-39-1712,NASDAQ,iYF,mvpTcG,ab1232fb-3305-415e-bfff-ef36028719de,2024-07-24,2033-08-14,Term Loan,Expansion,2865189.09,81398253.9,14.77,None,Active,Annually,GBP,AA,No,Disposed,7de51399-33f6-4b0f-90d5-e72d14bf9c3b,"Walker, Wilkerson and Hale",C,1.01,2.75,476949480.53,184783839.49,54883916.7,558265.25,402652979.93,127265537.92,20822895.65,2.05,0.1
9873467a-ebf0-43d7-aa35-d243b7e0f374,6d943daf-d8ff-43ec-a14d-ea12e5ab1e65,Obrien-Kennedy,New Laurenmouth,LU,2492,C,530-21-3972,LSE,yIm,WCNawp,b3888708-63e2-485e-ac63-8808ef7df1cb,2025-01-23,2029-10-12,Other,Acquisition,90421084.3,82590400.97,9.53,None,Active,Monthly,USD,CCC,Yes,Disposed,b639b04c-7dff-4425-933d-b157b15977ca,Moore-Harvey,B,0.96,2.85,446374133.41,147934939.58,4869622.67,2337835.4,114044618.73,199229754.21,26416563.87,7.94,0.3
102bd68e-45e9-495d-9554-8ae7ba1e49db,8274c2af-b4b9-4a07-8469-862070dabdf7,"Cox, Owen and Rios",East Emily,AD,4530,A,712-38-2815,NYSE,vqp,lgpNfs,88ead258-f5d4-4231-ab26-70a7bb42eb84,2021-10-28,2026-05-22,Term Loan,Refinancing,6926847.51,27734596.4,9.63,Real Estate,Defaulted,Annually,USD,AAA,No,Disposed,01be5cf8-544a-45cb-9ce4-a1f1d1c0ec18,"Tapia, Stanton and Morgan",D,0.83,1.43,163302016.58,46215063.4,85282997.51,24971166.07,68937658.76,125535080.18,17963331.74,1.1,0.23
c2dbe48a-46bb-4772-912c-161939e6300a,b9e2cec7-6186-4613-b384-e4d753f0c5af,"Thomas, Wilkins and Huff",Humphreyland,WS,8279,C,592-87-8161,NYSE,pxb,pNfNTE,e599e517-fc97-4784-9017-f74710697c4c,2020-07-09,2033-01-08,Bridge Loan,Expansion,50859512.39,2310449.27,2.91,Equipment,Closed,Quarterly,GBP,B,No,Disposed,766918d5-083f-42bd-8572-ccb4d307c9f4,Miller-Daniels,A,0.89,2.49,248426906.86,326765173.98,15406932.61,3109175.51,32005029.53,134438034.86,3934155.16,9.97,0.27
8e905c47-d10b-45d0-90d4-b87bb43bc55d,2e435674-d311-48e4-b6f9-dbec8f19aa59,Park LLC,North Carrieport,CL,1270,C,053-83-5147,NYSE,CoF,WJmuTl,bf7d2005-94ef-4c82-a5c7-38e9f4f284df,2020-07-02,2031-03-26,Other,Working Capital,21618121.29,12395070.38,10.02,Inventory,Defaulted,Annually,EUR,B,Yes,Retained,196b8d88-7b72-4031-8a49-e291b7c41732,"Williamson, White and Rose",B,1.06,1.4,277844466.51,217979162.18,51676062.85,36277168.52,492534953.13,121783464.03,15394374.05,9.97,0.14
ac346058-bfaf-4f2a-b890-be34ba8e6070,4dbe712d-cdd7-42e5-86f2-652314239273,Taylor Group,Port Robertside,TG,4042,D,550-88-9758,NYSE,qKM,fmtXCT,f76b3ac2-6717-4c9b-868a-32bcd0ae303c,2020-04-22,2032-11-03,Revolving,Refinancing,21588212.0,33735226.44,4.9,Equipment,Defaulted,Monthly,EUR,A,No,Retained,e7ad03f4-4a65-4413-859e-e16be5bb2653,Hamilton-Hodge,D,0.52,2.1,129874604.37,284519454.09,90503734.08,8681179.75,120656612.64,189121702.41,23130852.43,9.01,0.08
6833bc17-6094-4521-b5a2-da38a28b82bc,a2b3b65f-0e9e-459f-b20d-e1d2bb375a8a,Harrison PLC,Janetfurt,CO,5411,C,594-96-7941,NYSE,sTv,FziZry,335b480f-84ef-4918-b9f8-e79d9af978ae,2020-01-15,2031-11-24,Term Loan,Refinancing,56047304.84,47826599.55,10.9,Real Estate,Active,Monthly,GBP,CCC,Yes,Disposed,dfcbb251-e21c-47d7-b353-ac69bda56a51,Martinez-Ellison,C,0.59,2.61,284069997.58,233579143.43,51738082.13,48298598.11,186395788.04,158504660.92,18616612.91,1.39,0.29
7ece1db6-664f-4e58-bcf9-6b5fac6fde97,cf9a0ba2-e6c1-4d42-9045-e96b45b14456,"Martinez, Little and Rodriguez",East David,TW,2923,B,549-29-6042,LSE,pRP,WcBhyf,3ee657e0-6c2f-4b6f-a5d4-a226510d01cd,2025-02-24,2030-05-21,Other,Refinancing,70517760.92,22313860.79,6.66,None,Active,Monthly,INR,BBB,Yes,Retained,ab13f92e-fb3e-4c9d-b599-ea6bd85ac5bc,"Griffin, Smith and Daniels",E,0.64,1.88,220740911.94,327559291.74,19680025.14,38833472.52,112226680.72,160392030.99,9877604.96,5.82,0.21
62cf1fd3-4956-4721-9393-cac42d528d05,756468d9-da31-4577-b64d-56db65f9d9ba,Berry-Washington,Lake Mackenziemouth,MX,8813,A,342-15-0270,NASDAQ,jXh,zvXhGS,7267cc4b-8f2c-4ecf-9b01-c0277fca72c9,2022-10-05,2027-03-27,Bridge Loan,Acquisition,65601402.7,34941478.17,1.73,Equipment,Closed,Monthly,EUR,AAA,No,Retained,830fa841-9128-411a-b4c1-7f310c36e87b,Anderson PLC,B,0.51,1.87,10756509.69,177667435.87,51858267.08,42990811.06,313321118.86,160954016.92,16469723.83,2.98,0.03
83657dc8-4939-492e-ba76-dc85283d7a72,4f305b46-beef-4812-a9f8-790529673f05,"Clark, Morgan and Stafford",Adamview,SN,8443,B,045-68-5101,N/A,bgz,suhTzl,3d3c28a4-eb87-4a16-96f0-ac7f5561df69,2024-06-24,2030-03-30,Other,Refinancing,54678302.77,40292797.47,8.82,Real Estate,Active,Quarterly,USD,CCC,Yes,Retained,5634c5ac-0879-4eac-a140-2d645957c511,Suarez and Sons,D,1.23,2.37,212619057.57,166039411.05,40853615.21,44324705.68,475487161.13,41130235.36,9335317.37,2.15,0.12
ade89e98-e889-4c61-ba29-c186c184341f,2447bcaa-7238-49be-b1b8-166dc51f3ed2,Anderson-Russell,Reginaland,AT,4538,D,305-94-2662,N/A,kyp,tvkAMy,0115a9de-ecbb-4f2f-b436-8d493e31b23a,2024-02-10,2031-11-13,Term Loan,Refinancing,54913007.37,76894298.35,10.63,None,Active,Monthly,INR,BBB,Yes,Retained,0dc371af-0cc2-4cd3-b7ed-f0b795e41235,Little LLC,B,1.28,2.61,288393514.99,154055990.16,20627824.58,26545167.67,343116882.45,77668122.18,10612889.23,6.52,0.02
93ce3db4-7e33-4fcb-bb3e-8e802418826c,0474f3eb-9642-4617-a309-b6f0a55cbeec,"Gonzalez, Lutz and Morgan",Reillyberg,BG,1421,A,411-44-0161,NYSE,TMy,LTnsGG,cf041b78-8e41-4733-ada1-29568aa4f137,2025-01-23,2028-11-11,Bridge Loan,Working Capital,29196465.33,49289131.78,11.48,Inventory,Defaulted,Annually,GBP,BB,No,Disposed,256be608-e3e0-40f0-bf71-348f6f447599,Smith-Barnett,B,0.74,1.27,176053518.74,236010712.36,13968199.0,5796262.31,44181621.77,110947996.77,20732684.79,6.42,0.15
818ee834-b4f1-442f-bdb5-8102bd90f108,f4a96f53-f971-48b7-946e-eef688388c71,Winters LLC,Port Pamelamouth,GQ,1714,C,087-17-2185,NASDAQ,IvW,KBJtLm,55dfad41-3dd6-4028-8215-29202210bcbd,2020-11-15,2029-03-11,Revolving,Refinancing,55788358.85,1981076.8,14.53,Equipment,Defaulted,Quarterly,EUR,AAA,No,Retained,7077c9a7-bd0a-407d-8ae3-890ae025a07f,"Cannon, Bradford and Ruiz",E,0.69,2.11,67265694.72,26236638.57,15953281.33,29755868.64,491202034.83,171199871.16,20361029.27,9.46,0.22
a3f4669e-6808-47d2-b67e-d4b7386da2f9,d775fab9-7c5f-4622-82fd-c84198bdffbb,Collins LLC,Joelberg,BA,2884,B,643-67-8540,NASDAQ,YQS,HqroSm,5db4a2cd-6771-4550-b22a-6bfab9a8aca9,2020-10-30,2026-04-23,Other,Working Capital,41915923.87,37255679.64,11.46,Real Estate,Closed,Quarterly,INR,AAA,No,Disposed,0e297942-cefb-401e-9c15-2f04493e42e9,May Group,D,0.65,1.46,490838944.13,255663916.17,32192349.7,21367605.07,323301922.09,180414185.37,29213000.23,4.02,0.09
875af893-84dc-470f-b4da-ed05c7040569,c5e33224-c79b-4dfb-a3dd-120fee2ccc7a,"Hudson, Murphy and Lyons",Christophertown,TJ,9160,A,028-28-1619,NYSE,qEQ,dRXRSK,7d4bf647-1c46-4acf-9f0a-b26683fe3217,2020-06-16,2026-06-11,Term Loan,Acquisition,88096576.07,71420670.75,9.91,Equipment,Defaulted,Monthly,USD,BB,No,Disposed,183177b4-ca7f-48e9-8dbf-9498f636c7d0,"Moore, Brady and Hall",B,0.82,2.92,138789370.69,41486043.21,25070792.16,46047411.17,119059842.27,129277613.38,16097606.82,3.96,0.26
ac53127c-0f94-4b29-b059-da3c5a1f6e5b,64bc9468-a060-4e11-9789-b863e97525fb,Alexander-Sullivan,North Tannermouth,GR,3916,D,368-40-8249,LSE,zlZ,SUQVka,7570eed6-4057-4b7f-93b8-25c1b96dc910,2021-04-20,2027-05-01,Term Loan,Refinancing,84118405.57,52517498.61,14.61,Inventory,Defaulted,Annually,INR,B,No,Retained,ae2a6b6c-a730-45e7-a0a0-1679993b55d5,"Moore, Mejia and Johnson",D,1.14,1.28,116275412.82,135413761.48,15601344.28,26052237.81,383324951.42,45864980.24,29220970.6,7.06,0.18
a3633af1-f14f-4f71-9e65-bc74662dcd19,ce05bbe5-5587-4833-9fb5-c8cc5a68004e,"Vincent, Jones and Mccormick",New Daniel,RO,1931,D,690-98-3020,NYSE,mZB,nPVDaV,57e23588-2ec1-43a7-84a5-a357b09a3474,2024-01-06,2032-11-03,Term Loan,Working Capital,52892451.48,20583194.27,12.34,None,Defaulted,Monthly,EUR,AAA,No,Disposed,b2a0e183-096e-4ad6-bb80-1b1c62b3de7d,"Harris, Adams and Reed",B,0.85,1.38,159764794.49,230127119.32,9807927.99,8838015.06,277238857.62,181127627.71,5675658.32,1.3,0.08
e3d7645f-ce4a-4fd9-847b-4e49f0787f54,442fad19-1a1f-43fd-bc75-8f0cdff09b89,"Green, Wilkinson and Williams",Brownton,VA,6971,B,293-74-1569,NYSE,sYa,JKOetw,2a8cb7f8-f0e2-46ab-90da-6b5573b8c83b,2024-11-06,2028-11-22,Bridge Loan,Expansion,84456171.2,76453197.35,9.34,Equipment,Defaulted,Quarterly,EUR,BB,Yes,Retained,abb3f80b-6019-4058-8985-0bf8a3bb17bc,Sweeney-Owens,B,1.08,1.45,419281868.11,171986817.9,72412975.73,1032758.48,451448251.82,123596936.48,21860415.53,1.02,0.05
161c1d47-1504-4d4a-8293-993cd73e37a2,48637129-7a40-473f-99ab-cbe27175925f,"Martinez, Blake and Alvarado",New Melissaview,SY,5303,C,776-42-5554,N/A,XHE,ncAkgs,478db13a-a8d9-4cd2-b2f6-930266c17a18,2021-05-21,2032-10-31,Revolving,Refinancing,22469935.0,37533303.61,8.36,None,Closed,Monthly,INR,BB,Yes,Retained,035e1292-dfc3-4349-9238-2bda50fc4727,Allen-Murillo,E,1.5,2.14,102629667.76,364281103.06,89865935.2,24434730.66,247907126.99,198901387.47,29205725.31,4.48,0.05
ef9bec6f-5db2-4197-bf9f-e4395f783ee2,acc49b06-8180-4ba2-9fc3-476056ed584b,Zimmerman-Barker,Kimberlymouth,KN,6262,A,602-26-7404,NYSE,iQO,PrpZHW,49fe7ecf-76fd-4c08-a14b-de1811f86186,2022-06-29,2033-12-02,Term Loan,Refinancing,65466297.12,65755880.18,9.93,Equipment,Active,Annually,GBP,B,Yes,Retained,c088659f-655b-409d-8c87-2164beeb82a6,Wood Group,B,0.54,1.86,65232914.68,310427488.87,65218974.18,27618931.57,387392807.22,22074959.66,13298989.52,4.45,0.02
c8713e4d-0bd8-449c-8bd6-48bdb33d14f6,3e47fbf3-df3b-4fb9-8520-b4eee879ffbb,"Holmes, Aguilar and Goodwin",New Tina,BJ,1477,C,753-45-6362,LSE,rqK,oaExnd,d47a71ff-cb73-4487-990d-3650880b64a1,2023-12-26,2027-04-05,Other,Refinancing,35934958.11,70427310.78,4.17,None,Closed,Monthly,INR,AA,Yes,Retained,dcba3b58-bb5d-4f16-a7b4-6acd1e24370c,"Ward, Brown and Smith",A,1.32,1.3,324395923.9,13962010.43,37081834.41,10048474.39,46318262.51,17543832.19,14467799.1,7.96,0.26
5b276b0a-d62c-4ec6-8425-2e06509f5aec,02d6fbed-c900-4c32-9c83-0abc194bd76b,Scott-Haas,North Johnbury,PE,1007,B,682-64-5571,LSE,YjB,rMWidG,96284bbb-89e1-463f-8b22-23688e8d6cb4,2023-10-26,2030-10-21,Term Loan,Refinancing,85692067.86,15814490.03,8.86,Real Estate,Active,Quarterly,USD,B,Yes,Disposed,207ffb4c-bb50-42b5-9d9a-8fb2e1745e46,Williams PLC,B,1.35,2.16,15042888.44,162552888.63,11199922.84,20330169.79,141423289.27,55653012.42,16538402.98,6.19,0.26
98c0b495-5565-4fe3-a0d0-ca0b7cdf4640,eba5a3e3-ae25-4a41-a925-0330c6aff441,Williams-Burns,Melissatown,SZ,4232,C,883-84-1569,NYSE,Imx,SfbkjD,e9c013e3-3647-410d-8a01-031fa2c07a32,2021-01-15,2034-01-05,Other,Working Capital,2202898.96,40463936.32,4.8,Real Estate,Defaulted,Monthly,EUR,BBB,No,Disposed,0b65a12b-bd93-4509-bec0-8a38a7e91978,"Stephens, Bowen and Curry",E,0.56,2.45,310886534.27,7219189.55,33083796.16,43741213.91,330159151.99,20919536.2,1591399.68,4.42,0.03
a3fcb581-b14e-4280-bdcb-35945eec2bf6,82ac57eb-cf82-427d-bbfc-57f39a375fde,Frazier Inc,North Amyfort,ET,7305,E,744-06-4861,N/A,gEx,cLLbQv,91cf0e2d-749c-4c0b-aca2-d7f35eeeabc7,2023-01-23,2033-03-15,Revolving,Expansion,26288574.03,52749777.76,12.14,Inventory,Closed,Quarterly,USD,BBB,No,Retained,6c568c93-c057-4d0f-8cf9-4e340fb769ee,Fisher Group,E,1.15,2.1,443321674.75,180231226.25,82314345.76,5434177.44,407541200.81,60504264.21,23428430.44,1.09,0.27
9e95623c-638d-4775-94e9-0e3f4eb55bde,29c29a61-03d2-441e-b443-b1ebd89b9b04,Jackson-Kim,East Charlesbury,GD,3156,A,424-75-3378,LSE,omO,LNbMRq,33f95c73-e6d1-440b-8cc5-5fbc15d677e5,2021-06-09,2031-12-16,Bridge Loan,Acquisition,42362493.3,74062206.06,11.56,Inventory,Defaulted,Quarterly,INR,CCC,Yes,Retained,9bbb6a11-d89e-4e8d-87e7-7812ee469bf0,Nguyen Ltd,A,1.39,1.95,13223266.28,268400044.31,34104066.78,1499865.6,435146050.06,182288445.97,26475975.02,2.85,0.26
